355,富良野,富良野,20504,富良野,20504,,43.347175,142.391414,False
356,上野幌,上野幌,20134,上野幌,20134,,43.016305,141.487031,False
357,北広島,北広島,20164,北広島,20164,,42.97931,141.563111,False
358,島松,島松,20248,島松,20248,,42.922484,141.573168,False
359,恵庭,恵庭,20063,恵庭,20063,,42.883126,141.586418,False
360,千歳,千歳,20325,千歳(北海道),20325,,42.828133,141.65211,True
361,長都,長都,20086,長都,20086,,42.851937,141.622973,False
362,美々（信）,美々（信）,,,,,,,False
363,植苗,植苗,20053,植苗,20053,,42.71362,141.735219,False
364,新札幌,新札幌,20271,新札幌,20271,,43.038775,141.472338,False
365,南千歳,南千歳,20553,南千歳,20553,,42.808053,141.675193,False
366,恵み野,恵み野,20567,恵み野,20567,,42.902791,141.574363,False
367,平和,平和,20508,平和,20508,,43.046913,141.437979,False
368,サッポロビール庭園,サッポロビール庭園,20211,サッポロビール庭園,20211,,42.866935,141.605474,False
369,新千歳空港,新千歳空港,20274,新千歳空港(鉄道),20274,,42.787583,141.680749,False
370,川端,川端,20142,川端,20142,,42.914574,141.894725,False
371,滝ノ上,滝ノ上,20307,滝ノ上,20307,,42.910325,141.975774,False
372,新夕張,新夕張,20281,新夕張,20281,,42.936435,142.036129,False
377,十三里（信）,十三里（信）,,,,,,,False
379,東追分（信）,東追分（信）,,,,,,,False
380,楓（信）,楓（信）,,,,,,,False
381,占冠,占冠,20251,占冠,20251,,42.992907,142.399902,False
382,トマム,トマム,20353,トマム,20353,,43.055848,142.610798,False
383,勇払,勇払,20594,勇払,20594,,42.632767,141.727752,False
384,浜厚真,浜厚真,20449,浜厚真,20449,,42.606716,141.836938,False
385,浜田浦,浜田浦,20451,浜田浦,20451,,42.590746,141.883546,False
386,鵡川,鵡川,20564,鵡川,20564,,42.578832,141.923794,False
411,函館,函館,20441,函館,20441,,41.773758,140.726374,False
412,五稜郭,五稜郭,20204,五稜郭,20204,,41.803449,140.733872,False
413,桔梗,桔梗,20149,桔梗,20149,,41.846751,140.723037,False
414,大中山,大中山,20074,大中山,20074,,41.864804,140.713399,False
415,七飯,七飯,20382,七飯,20382,,41.887718,140.688177,False
416,新函館北斗,新函館北斗,20090,新函館北斗,20090,,41.904742,140.648236,False
417,仁山,仁山,20420,仁山,20420,,41.930074,140.635152,False
418,大沼,大沼,20075,大沼(北海道),20075,,41.972097,140.669398,False
419,大沼公園,大沼公園,20076,大沼公園,20076,,41.981068,140.669731,False
420,赤井川,赤井川,20010,赤井川,20010,,42.003316,140.642759,False
421,駒ケ岳,駒ケ岳,20199,駒ケ岳,20199,,42.038755,140.610621,False
422,姫川（信）,姫川（信）,,,,,,,False
423,森,森,20579,森(北海道),20579,,42.108886,140.573871,True
425,石谷（信）,石谷（信）,,,,,,,False
427,石倉,石倉,20040,石倉,20040,,42.17285,140.458518,False
428,落部,落部,20103,落部,20103,,42.187737,140.420659,False
429,野田生,野田生,20431,野田生,20431,,42.217094,140.375855,False
430,山越,山越,20586,山越,20586,,42.231008,140.326637,False
431,八雲,八雲,20582,八雲,20582,,42.25381,140.272945,False
432,鷲ノ巣（信）,鷲ノ巣（信）,,,,,,,False
433,山崎,山崎,20587,山崎(北海道),20587,,42.314637,140.274664,True
434,黒岩,黒岩,20183,黒岩,20183,,42.368436,140.288188,False
435,北豊津（信）,北豊津（信）,,,,,,,False
436,国縫,国縫,20185,国縫,20185,,42.439319,140.320766,False
437,中ノ沢,中ノ沢,20377,中ノ沢,20377,,42.478009,140.345985,False
438,長万部,長万部,20089,長万部,20089,,42.512256,140.374786,False
439,二股,二股,20503,二股,20503,,42.575943,140.320733,False
441,黒松内,黒松内,20184,黒松内,20184,,42.669655,140.305646,False
442,熱郛,熱郛,20426,熱郛,20426,,42.675711,140.375168,False
445,銚子口（信）,銚子口（信）,,,,,,,False
446,鹿部,鹿部,20239,鹿部,20239,,42.064589,140.77144,False
447,渡島沼尻,渡島沼尻,20094,渡島沼尻,20094,,42.107028,140.747551,False
448,渡島砂原,渡島砂原,20091,渡島砂原,20091,,42.121748,140.689528,False
449,掛澗,掛澗,20113,掛澗,20113,,42.119247,140.646115,False
450,尾白内,尾白内,20095,尾白内,20095,,42.111247,140.61359,False
451,東森,東森,20476,東森,20476,,42.106803,140.593481,False
453,静狩,静狩,20241,静狩,20241,,42.584084,140.459998,False
454,礼文,礼文,20610,礼文,20610,,42.580475,140.595042,False
456,小幌,小幌,20198,小幌,20198,,42.589667,140.537324,False
466,木古内,木古内,20151,木古内,20151,,41.677541,140.433792,False
481,大釜,大釜,20824,大釜,20824,,39.71154,141.072163,False
482,小岩井,小岩井,20854,小岩井,20854,,39.709873,141.024777,False
483,雫石,雫石,20866,雫石,20866,,39.689374,140.974866,False
484,春木場,春木場,20910,春木場,20910,,39.693401,140.944591,False
485,赤渕,赤渕,20797,赤渕,20797,,39.685123,140.907067,False
486,油島,油島,20946,油島,20946,,38.797057,141.175558,False
487,花泉,花泉,20905,花泉,20905,,38.833442,141.180111,False
488,清水原,清水原,20870,清水原,20870,,38.854661,141.156723,False
489,有壁,有壁,20977,有壁,20977,,38.867604,141.121031,False
490,一ノ関,一ノ関,20806,一ノ関,20806,,38.926292,141.137582,False
491,山ノ目,山ノ目,20945,山ノ目,20945,,38.951317,141.131776,False
492,平泉,平泉,20915,平泉,20915,,38.988036,141.117525,False
493,前沢,前沢,20927,前沢,20927,,39.048473,141.126245,False
494,陸中折居,陸中折居,20959,陸中折居,20959,,39.094218,141.140797,False
495,水沢,水沢,20933,水沢,20933,,39.138992,141.146239,False
496,金ケ崎,金ケ崎,20838,金ケ崎,20838,,39.199957,141.112906,False
497,六原,六原,20968,六原,20968,,39.227871,141.097461,False
498,北上,北上,20844,北上,20844,,39.282087,141.122345,False
499,村崎野,村崎野,20938,村崎野,20938,,39.323027,141.120565,False
500,花巻,花巻,20906,花巻,20906,,39.393158,141.11073,False
501,花巻空港,花巻空港,20907,花巻空港(東北本線),20907,,39.442598,141.127754,False
502,石鳥谷,石鳥谷,20805,石鳥谷,20805,,39.491259,141.147111,False
503,日詰,日詰,20914,日詰,20914,,39.538699,141.160746,False
504,古館,古館,20921,古館(岩手県),20921,,39.581,141.154884,False
505,矢幅,矢幅,20943,矢幅,20943,,39.613135,141.148244,False
506,岩手飯岡,岩手飯岡,20811,岩手飯岡,20811,,39.653742,141.146881,False
507,仙北町,仙北町,20877,仙北町,20877,,39.687905,141.148963,False
508,盛岡,盛岡,20940,盛岡,20940,,39.701432,141.136741,False
512,好摩,好摩,20855,好摩,20855,,39.874219,141.17348,False
514,いわて沼宮内,いわて沼宮内,20902,いわて沼宮内,20902,,39.960322,141.217111,False
517,紫波中央,紫波中央,29219,紫波中央,29219,,39.554837,141.159773,False
521,二戸,二戸,20901,二戸,20901,,40.259625,141.285814,False
528,八戸,八戸,20750,八戸,20750,,40.5091,141.431291,False
537,野辺地,野辺地,20747,野辺地,20747,,40.855502,141.119717,False
544,青森,青森,20619,青森,20619,,40.82936,140.734251,False
550,水沢江刺,水沢江刺,20934,水沢江刺,20934,,39.145047,141.18879,False
551,新花巻,新花巻,20873,新花巻,20873,,39.406464,141.173724,False
552,真滝,真滝,20929,真滝,20929,,38.908434,141.17783,False
553,陸中門崎,陸中門崎,20961,陸中門崎,20961,,38.917268,141.25149,False
554,陸中松川,陸中松川,20965,陸中松川,20965,,38.976455,141.237461,False
555,柴宿,柴宿,20867,柴宿,20867,,38.996898,141.272429,False
556,摺沢,摺沢,20874,摺沢,20874,,38.995816,141.321509,False
557,千厩,千厩,20878,千厩,20878,,38.924379,141.345898,False
558,小梨,小梨,20859,小梨,20859,,38.932657,141.384395,False
559,矢越,矢越,20941,矢越,20941,,38.935351,141.429252,False
