fare_id,route_id,origin_id,destination_id
310,10B,34_02,19_01
310,10B,34_02,2_01
310,10B,34_02,20_01
310,10B,34_02,21_01
310,10B,34_02,22_01
310,10B,34_02,3_01
310,10B,34_02,4_01
310,10B,34_02,5_02
310,10B,34_02,6_02
310,10B,34_02,7_01
310,10B,34_02,8_02
310,10B,34_02,9_01
310,10B,35_02,1_01
310,10B,35_02,10_02
310,10B,35_02,11_02
310,10B,35_02,12_02
310,10B,35_02,13_02
310,10B,35_02,14_02
310,10B,35_02,15_01
310,10B,35_02,16_01
310,10B,35_02,17_01
310,10B,35_02,18_01
310,10B,35_02,19_01
310,10B,35_02,2_01
310,10B,35_02,20_01
310,10B,35_02,21_01
310,10B,35_02,22_01
310,10B,35_02,3_01
310,10B,35_02,4_01
310,10B,35_02,5_02
310,10B,35_02,6_02
310,10B,35_02,7_01
310,10B,35_02,8_02
310,10B,35_02,9_01
310,10B,36_02,1_01
310,10B,36_02,10_02
310,10B,36_02,11_02
310,10B,36_02,12_02
310,10B,36_02,13_02
310,10B,36_02,14_02
310,10B,36_02,15_01
310,10B,36_02,16_01
310,10B,36_02,17_01
310,10B,36_02,18_01
310,10B,36_02,19_01
310,10B,36_02,2_01
310,10B,36_02,20_01
310,10B,36_02,21_01
310,10B,36_02,22_01
310,10B,36_02,3_01
310,10B,36_02,4_01
310,10B,36_02,5_02
310,10B,36_02,6_02
310,10B,36_02,7_01
310,10B,36_02,8_02
310,10B,36_02,9_01
310,10B,37_02,1_01
310,10B,37_02,10_02
310,10B,37_02,11_02
310,10B,37_02,12_02
310,10B,37_02,13_02
310,10B,37_02,14_02
310,10B,37_02,15_01
310,10B,37_02,16_01
310,10B,37_02,17_01
310,10B,37_02,18_01
310,10B,37_02,19_01
310,10B,37_02,2_01
310,10B,37_02,20_01
310,10B,37_02,21_01
310,10B,37_02,22_01
310,10B,37_02,3_01
310,10B,37_02,4_01
310,10B,37_02,5_02
310,10B,37_02,6_02
310,10B,37_02,7_01
310,10B,37_02,8_02
310,10B,37_02,9_01
310,10B,4_01,23_01
310,10B,4_01,24_01
310,10B,4_01,25_01
310,10B,4_01,26_01
310,10B,4_01,27_01
310,10B,4_01,28_01
310,10B,4_01,29_01
310,10B,4_01,30_01
310,10B,4_01,31_01
310,10B,4_01,32_01
310,10B,4_01,34_01
310,10B,4_01,35_01
310,10B,4_01,36_01
310,10B,4_01,37_01
310,10B,5_01,24_01
310,10B,5_01,25_01
310,10B,5_01,26_01
310,10B,5_01,27_01
310,10B,5_01,28_01
310,10B,5_01,29_01
310,10B,5_01,30_01
310,10B,5_01,31_01
310,10B,5_01,32_01
310,10B,5_01,34_01
310,10B,5_01,35_01
310,10B,5_01,36_01
310,10B,5_01,37_01
310,10B,6_01,24_01
310,10B,6_01,25_01
310,10B,6_01,26_01
310,10B,6_01,27_01
310,10B,6_01,28_01
310,10B,6_01,29_01
310,10B,6_01,30_01
310,10B,6_01,31_01
310,10B,6_01,32_01
310,10B,6_01,34_01
310,10B,6_01,35_01
310,10B,6_01,36_01
310,10B,6_01,37_01
310,10B,7_01,25_01
310,10B,7_01,26_01
310,10B,7_01,27_01
310,10B,7_01,28_01
310,10B,7_01,29_01
310,10B,7_01,30_01
310,10B,7_01,31_01
310,10B,7_01,32_01
310,10B,7_01,34_01
310,10B,7_01,35_01
310,10B,7_01,36_01
310,10B,7_01,37_01
310,10B,8_01,25_01
310,10B,8_01,26_01
310,10B,8_01,27_01
310,10B,8_01,28_01
310,10B,8_01,29_01
310,10B,8_01,30_01
310,10B,8_01,31_01
310,10B,8_01,32_01
310,10B,8_01,34_01
310,10B,8_01,35_01
310,10B,8_01,36_01
310,10B,8_01,37_01
310,10B,9_01,28_01
310,10B,9_01,29_01
310,10B,9_01,30_01
310,10B,9_01,31_01
310,10B,9_01,32_01
310,10B,9_01,34_01
310,10B,9_01,35_01
310,10B,9_01,36_01
310,10B,9_01,37_01
