fare_id,route_id,origin_id,destination_id
310,10B,25_02,2_01
310,10B,25_02,3_01
310,10B,25_02,4_01
310,10B,25_02,5_02
310,10B,25_02,6_02
310,10B,25_02,7_01
310,10B,25_02,8_02
310,10B,26_01,1_01
310,10B,26_01,2_01
310,10B,26_01,3_01
310,10B,26_01,4_01
310,10B,26_01,5_02
310,10B,26_01,6_02
310,10B,26_01,7_01
310,10B,26_01,8_02
310,10B,27_02,1_01
310,10B,27_02,2_01
310,10B,27_02,3_01
310,10B,27_02,4_01
310,10B,27_02,5_02
310,10B,27_02,6_02
310,10B,27_02,7_01
310,10B,27_02,8_02
310,10B,28_02,1_01
310,10B,28_02,10_02
310,10B,28_02,2_01
310,10B,28_02,3_01
310,10B,28_02,4_01
310,10B,28_02,5_02
310,10B,28_02,6_02
310,10B,28_02,7_01
310,10B,28_02,8_02
310,10B,28_02,9_01
310,10B,29_02,1_01
310,10B,29_02,10_02
310,10B,29_02,2_01
310,10B,29_02,3_01
310,10B,29_02,4_01
310,10B,29_02,5_02
310,10B,29_02,6_02
310,10B,29_02,7_01
310,10B,29_02,8_02
310,10B,29_02,9_01
310,10B,3_01,13_01
310,10B,3_01,14_01
310,10B,3_01,15_01
310,10B,3_01,16_01
310,10B,3_01,17_01
310,10B,3_01,18_01
310,10B,3_01,19_01
310,10B,3_01,20_01
310,10B,3_01,21_01
310,10B,3_01,22_01
310,10B,3_01,23_01
310,10B,3_01,24_01
310,10B,3_01,25_01
310,10B,3_01,26_01
310,10B,3_01,27_01
310,10B,3_01,28_01
310,10B,3_01,29_01
310,10B,3_01,30_01
310,10B,3_01,31_01
310,10B,3_01,32_01
310,10B,3_01,34_01
310,10B,3_01,35_01
310,10B,3_01,36_01
310,10B,3_01,37_01
310,10B,30_02,1_01
310,10B,30_02,10_02
310,10B,30_02,2_01
310,10B,30_02,3_01
310,10B,30_02,4_01
310,10B,30_02,5_02
310,10B,30_02,6_02
310,10B,30_02,7_01
310,10B,30_02,8_02
310,10B,30_02,9_01
310,10B,33_01,1_01
310,10B,33_01,10_02
310,10B,33_01,2_01
310,10B,33_01,3_01
310,10B,33_01,4_01
310,10B,33_01,5_02
310,10B,33_01,6_02
310,10B,33_01,7_01
310,10B,33_01,8_02
310,10B,33_01,9_01
310,10B,34_02,1_01
310,10B,34_02,10_02
310,10B,34_02,11_02
310,10B,34_02,12_02
310,10B,34_02,13_02
310,10B,34_02,14_02
310,10B,34_02,15_01
310,10B,34_02,16_01
310,10B,34_02,17_01
310,10B,34_02,18_01
